,name,categories
140,emodb_small/images/2dx6iyafrj0xqsbyxz.jpg,"Affection,Esteem,Excitement,Happiness,Peace,Pleasure"
141,emodb_small/images/2dx6iyafrj0xqsbyxz.jpg,"Affection,Engagement,Happiness"
142,framesdb/images/frame_hgjcg5y89ooy0gul.jpg,"Sadness,Yearning"
143,framesdb/images/frame_hgjcg5y89ooy0gul.jpg,Happiness
145,framesdb/images/frame_hl32tqfwoavgpc0f.jpg,"Happiness,Surprise"
146,framesdb/images/frame_aikchmxpza1lzk85.jpg,Engagement
147,framesdb/images/frame_aikchmxpza1lzk85.jpg,Engagement
148,framesdb/images/frame_i9i87bp5glxa4qgv.jpg,"Excitement,Happiness"
149,framesdb/images/frame_dfne06yl7tjnzbdt.jpg,"Affection,Anticipation,Engagement,Happiness"
150,framesdb/images/frame_7diuhdr9mxx153xs.jpg,Engagement
151,framesdb/images/frame_7diuhdr9mxx153xs.jpg,Disconnection
152,mscoco/images/COCO_train2014_000000106994.jpg,"Confidence,Engagement,Excitement"
153,emodb_small/images/8w9mab5ujnmma506e1.jpg,Fatigue
154,framesdb/images/frame_j9vbydagsea8s830.jpg,"Engagement,Peace"
156,framesdb/images/frame_dqx3pak8cayina6c.jpg,Disconnection
157,emodb_small/images/85e4yd4bqerachtx4a.jpg,"Disconnection,Disquietment,Doubt/Confusion"
158,emodb_small/images/85e4yd4bqerachtx4a.jpg,"Annoyance,Disconnection,Disquietment,Fatigue,Sensitivity,Suffering"
159,emodb_small/images/85e4yd4bqerachtx4a.jpg,"Anticipation,Disapproval,Disconnection,Engagement,Fatigue"
160,framesdb/images/frame_belw7xz1lwepxcyq.jpg,Sympathy
161,framesdb/images/frame_belw7xz1lwepxcyq.jpg,"Anticipation,Engagement"
162,framesdb/images/frame_belw7xz1lwepxcyq.jpg,"Engagement,Esteem"
163,framesdb/images/frame_hxrt3v35rhil6sx5.jpg,"Fatigue,Peace"
165,framesdb/images/frame_agwju3cp0bxlvxbo.jpg,"Anticipation,Confidence,Engagement,Excitement,Happiness"
166,framesdb/images/frame_3y7ongmmed2hmgec.jpg,Engagement
167,framesdb/images/frame_d3mgf5t00jbvpkm3.jpg,Engagement
168,framesdb/images/frame_dro0zgb34a2kepgx.jpg,"Anticipation,Engagement,Excitement,Happiness,Surprise"
170,mscoco/images/COCO_train2014_000000145462.jpg,"Confidence,Excitement"
171,framesdb/images/frame_cmwvbpa676fz8xne.jpg,"Affection,Engagement,Happiness"
172,framesdb/images/frame_cmwvbpa676fz8xne.jpg,"Affection,Happiness"
173,framesdb/images/frame_cmwvbpa676fz8xne.jpg,"Engagement,Esteem"
174,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Disconnection
175,framesdb/images/frame_cmwvbpa676fz8xne.jpg,"Engagement,Esteem"
176,framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happiness
177,framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happiness
178,framesdb/images/frame_3s4re47ibjv2yfmm.jpg,"Happiness,Pleasure"
180,framesdb/images/frame_4tdwa014fryeivdi.jpg,"Engagement,Pleasure"
181,framesdb/images/frame_4tdwa014fryeivdi.jpg,Engagement
182,framesdb/images/frame_4tdwa014fryeivdi.jpg,Sympathy
183,framesdb/images/frame_0aq5syw399y8i84x.jpg,Engagement
184,framesdb/images/frame_eqqloog40nrqm6m0.jpg,Engagement
186,framesdb/images/frame_9pwj5e0e3540mhk2.jpg,"Affection,Fatigue"
187,emodb_small/images/gfyoe3zypsw0svkvot.jpg,"Anger,Annoyance,Disapproval"
188,framesdb/images/frame_apuu489hshsoqtl6.jpg,"Embarrassment,Engagement,Suffering"
189,framesdb/images/frame_31c0xtwggyhcb6gm.jpg,"Anticipation,Confidence,Engagement"
190,framesdb/images/frame_74lvswsq4ypb5np5.jpg,Engagement
193,framesdb/images/frame_74lvswsq4ypb5np5.jpg,"Confidence,Engagement"
194,framesdb/images/frame_5hqdsljyhnp6xwbc.jpg,Engagement
195,framesdb/images/frame_jfnoq3czeeii2exs.jpg,"Anticipation,Engagement"
196,framesdb/images/frame_1ubbcnyc274khdlu.jpg,Engagement
197,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Engagement
198,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Engagement
199,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Engagement
200,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,"Confidence,Excitement,Happiness"
201,framesdb/images/frame_i257k79i9orxw84k.jpg,"Fear,Sadness,Suffering"
202,framesdb/images/frame_i257k79i9orxw84k.jpg,"Fear,Sadness"
203,framesdb/images/frame_kuq0kdzyl2m9b7eo.jpg,"Confidence,Excitement,Happiness"
204,framesdb/images/frame_d998hookcg6inu0j.jpg,Disconnection
205,framesdb/images/frame_d998hookcg6inu0j.jpg,"Anticipation,Engagement,Happiness"
206,framesdb/images/frame_i2z4j8ih080q3cma.jpg,Excitement
207,framesdb/images/frame_k7l5mndx4o6fuoat.jpg,"Confidence,Excitement,Happiness"
208,mscoco/images/COCO_train2014_000000410441.jpg,"Anticipation,Aversion,Disapproval"
210,framesdb/images/frame_57juemniopi37pnb.jpg,Engagement
211,framesdb/images/frame_57juemniopi37pnb.jpg,Engagement
214,framesdb/images/frame_c0d3mkgrwtunn5p7.jpg,"Anticipation,Engagement,Happiness"
215,ade20k/images/sun_deeiqqckmjalhvyj.jpg,Engagement
216,ade20k/images/sun_deeiqqckmjalhvyj.jpg,"Annoyance,Fatigue"
217,framesdb/images/frame_h43vok560prd2fs0.jpg,"Engagement,Peace"
218,framesdb/images/frame_h43vok560prd2fs0.jpg,Engagement
219,framesdb/images/frame_h43vok560prd2fs0.jpg,Engagement
223,mscoco/images/COCO_val2014_000000177338.jpg,"Confidence,Engagement"
224,mscoco/images/COCO_val2014_000000177338.jpg,"Engagement,Happiness"
225,framesdb/images/frame_d8e8zt0xx79rhd3a.jpg,"Affection,Confidence,Engagement,Happiness"
226,framesdb/images/frame_d8e8zt0xx79rhd3a.jpg,Disconnection
228,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,"Anticipation,Engagement"
229,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Disconnection
230,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,"Anticipation,Engagement"
231,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Disconnection
232,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Engagement
233,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Disconnection
234,framesdb/images/frame_0cs63q843g5bdvq5.jpg,"Engagement,Excitement,Pleasure,Yearning"
235,framesdb/images/frame_7ed6c8al4ihr3zvr.jpg,"Confidence,Excitement,Pleasure"
236,framesdb/images/frame_7ed6c8al4ihr3zvr.jpg,"Confidence,Engagement,Excitement"
237,framesdb/images/frame_2irkhc9vhbtxydww.jpg,"Anticipation,Engagement"
238,framesdb/images/frame_kz4qbgr5rna0vfaf.jpg,Disconnection
239,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,Engagement
240,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,"Engagement,Excitement,Happiness"
241,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,"Confidence,Engagement"
242,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,"Anticipation,Engagement,Happiness"
243,framesdb/images/frame_6nbgydw6c7wdnzx1.jpg,Engagement
244,framesdb/images/frame_gdirkxdgr1qxyd90.jpg,"Happiness,Pain"
245,framesdb/images/frame_gdirkxdgr1qxyd90.jpg,Engagement
246,framesdb/images/frame_j0ra900ct1uwnju0.jpg,Happiness
248,framesdb/images/frame_lanjguyxen110f2o.jpg,Happiness
250,framesdb/images/frame_lanjguyxen110f2o.jpg,"Confidence,Happiness,Peace"
251,mscoco/images/COCO_train2014_000000444171.jpg,"Engagement,Esteem,Sympathy"
252,mscoco/images/COCO_train2014_000000444171.jpg,"Engagement,Peace"
253,emodb_small/images/3ehhn46l9yimyuaed8.jpg,"Confidence,Excitement,Happiness"
254,emodb_small/images/3ehhn46l9yimyuaed8.jpg,"Affection,Confidence,Engagement,Happiness,Pleasure"
255,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Engagement
256,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Confidence
257,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Happiness
258,framesdb/images/frame_iki3j35k80cw0t6v.jpg,"Anticipation,Engagement,Peace"
259,framesdb/images/frame_buzpuitr3r0g31br.jpg,"Anticipation,Confidence,Esteem"
260,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,"Engagement,Happiness,Pleasure"
262,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,Disconnection
263,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,"Anticipation,Doubt/Confusion,Engagement"
264,mscoco/images/COCO_train2014_000000381116.jpg,"Anticipation,Engagement"
265,framesdb/images/frame_7uf2x5e0uo6d726u.jpg,"Confidence,Engagement,Excitement,Happiness"
267,mscoco/images/COCO_train2014_000000447082.jpg,Engagement
268,emodb_small/images/52gh9b4qzpgl8clrxy.jpg,"Happiness,Pleasure,Yearning"
269,framesdb/images/frame_lp132835mgzi6g32.jpg,Anticipation
270,framesdb/images/frame_5jjv1ociqnfwplzr.jpg,"Engagement,Excitement,Happiness"
273,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Disconnection
275,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Disconnection
277,ade20k/images/sun_aoumcxqghppwjchf.jpg,Engagement
278,framesdb/images/frame_5zvm7jv460br8d5g.jpg,"Disconnection,Peace"
279,framesdb/images/frame_5zvm7jv460br8d5g.jpg,"Disconnection,Peace"
280,framesdb/images/frame_5zvm7jv460br8d5g.jpg,"Disconnection,Disquietment,Doubt/Confusion,Sadness,Suffering"
281,emodb_small/images/280dp8lwiegcqa2q1z.jpg,"Excitement,Happiness,Pleasure"
282,emodb_small/images/280dp8lwiegcqa2q1z.jpg,"Affection,Happiness,Pleasure,Sympathy"
283,emodb_small/images/4pkh06u2qu1azmrvsi.jpg,"Anticipation,Engagement,Excitement"
284,framesdb/images/frame_5gvj5ho3n2da3rgl.jpg,"Disquietment,Engagement,Fatigue"
285,framesdb/images/frame_f7ug2vo8642m68mc.jpg,Engagement
286,framesdb/images/frame_c7rgu8lcfcbwcbcd.jpg,"Anticipation,Engagement"
287,framesdb/images/frame_c7rgu8lcfcbwcbcd.jpg,Anticipation
289,framesdb/images/frame_la2fvhvjg7p3dlzd.jpg,Engagement
290,emodb_small/images/8np055tw5fr7i1ycxl.jpg,Fear
293,emodb_small/images/hh0dlplyw068ttct7q.jpg,"Embarrassment,Fear,Surprise"
294,framesdb/images/frame_78cvnjrqof09ixds.jpg,Disconnection
295,framesdb/images/frame_9i3etcf4ntg4l92r.jpg,Engagement
297,framesdb/images/frame_9i3etcf4ntg4l92r.jpg,Engagement
298,framesdb/images/frame_3rckpa29ai79euvo.jpg,Engagement
299,framesdb/images/frame_3rckpa29ai79euvo.jpg,Engagement
300,framesdb/images/frame_3cwdjsoxuemud18f.jpg,Engagement
302,framesdb/images/frame_3cwdjsoxuemud18f.jpg,Engagement
303,emodb_small/images/9dt7bjle4wbamfcdht.jpg,"Anticipation,Suffering,Sympathy"
304,framesdb/images/frame_9k6z6dvb9jmczjs0.jpg,Engagement
305,framesdb/images/frame_9k6z6dvb9jmczjs0.jpg,"Confidence,Happiness"
306,framesdb/images/frame_9k6z6dvb9jmczjs0.jpg,Engagement
308,framesdb/images/frame_41hb2r0ulxhccfcy.jpg,Engagement
309,mscoco/images/COCO_val2014_000000155007.jpg,"Anticipation,Confidence,Engagement,Excitement"
310,framesdb/images/frame_lq3hfm2m8jpbx57h.jpg,"Anticipation,Engagement,Excitement,Happiness"
312,mscoco/images/COCO_train2014_000000371965.jpg,"Confidence,Engagement"
313,mscoco/images/COCO_train2014_000000371965.jpg,Happiness
314,framesdb/images/frame_l3fdvv8w467e6m3z.jpg,"Anticipation,Disconnection"
315,framesdb/images/frame_9931k2p1ko1u30qy.jpg,Disconnection
317,framesdb/images/frame_fhhuvfaehd31hb3c.jpg,Engagement
318,framesdb/images/frame_fhhuvfaehd31hb3c.jpg,Engagement
320,framesdb/images/frame_evmf9w81a6mz4yf5.jpg,"Anticipation,Engagement"
321,framesdb/images/frame_evmf9w81a6mz4yf5.jpg,Engagement
323,mscoco/images/COCO_train2014_000000351726.jpg,Anticipation
324,framesdb/images/frame_kf2m3oiw6e5qxr18.jpg,"Anticipation,Confidence,Engagement"
325,framesdb/images/frame_5y5nxnmlindz6tre.jpg,"Anticipation,Disconnection,Doubt/Confusion"
326,emodb_small/images/c3ezirejabm4sgyzix.jpg,"Disquietment,Fatigue,Sadness,Suffering"
327,mscoco/images/COCO_train2014_000000115917.jpg,Engagement
328,framesdb/images/frame_3xw8740px7b49km0.jpg,"Engagement,Excitement,Happiness"
329,framesdb/images/frame_3xw8740px7b49km0.jpg,Excitement
331,framesdb/images/frame_3xw8740px7b49km0.jpg,"Engagement,Excitement"
332,framesdb/images/frame_3xw8740px7b49km0.jpg,Engagement
333,framesdb/images/frame_746ku2c3z5y835ti.jpg,"Engagement,Happiness"
334,framesdb/images/frame_746ku2c3z5y835ti.jpg,Engagement
335,framesdb/images/frame_746ku2c3z5y835ti.jpg,Disconnection
336,emodb_small/images/ahn1gc4jxzwx0a6s13.jpg,"Anticipation,Doubt/Confusion,Engagement"
337,emodb_small/images/ahn1gc4jxzwx0a6s13.jpg,"Anticipation,Doubt/Confusion,Engagement"
338,emodb_small/images/ahn1gc4jxzwx0a6s13.jpg,"Disconnection,Yearning"
339,emodb_small/images/6tga87qltzwt84j6jq.jpg,"Confidence,Peace,Pleasure"
340,mscoco/images/COCO_train2014_000000572401.jpg,"Anticipation,Confidence,Engagement,Happiness"
341,framesdb/images/frame_77qu28arixwblan1.jpg,Disconnection
342,framesdb/images/frame_77qu28arixwblan1.jpg,"Disconnection,Sympathy"
343,emodb_small/images/68ywy6tv3qzjmyl3ip.jpg,Doubt/Confusion
344,emodb_small/images/2fahoe54zb00wjdivy.jpg,"Affection,Confidence,Esteem,Happiness,Peace,Pleasure"
345,emodb_small/images/2fahoe54zb00wjdivy.jpg,"Affection,Happiness,Pleasure"
346,emodb_small/images/awm6wf1u8hehkvpl9r.jpg,"Disquietment,Doubt/Confusion"
348,framesdb/images/frame_awizvkdhicshqzsi.jpg,"Anticipation,Engagement,Happiness"
349,mscoco/images/COCO_train2014_000000312346.jpg,Confidence
350,mscoco/images/COCO_train2014_000000312346.jpg,"Engagement,Happiness"
351,framesdb/images/frame_c0y7h2jlacet6hs0.jpg,"Anticipation,Engagement,Happiness"
354,framesdb/images/frame_74lkcx21hyahy01y.jpg,"Aversion,Disapproval"
355,emodb_small/images/0jwnk2qsc56mxys2ic.jpg,"Engagement,Happiness,Pleasure"
356,emodb_small/images/0jwnk2qsc56mxys2ic.jpg,"Engagement,Happiness,Pleasure"
357,emodb_small/images/23up92uk94jfk3uldb.jpg,"Engagement,Happiness,Pleasure"
359,mscoco/images/COCO_train2014_000000571653.jpg,Engagement
361,emodb_small/images/4xmnrhc7pxoxbv1rjw.jpg,Pleasure
362,framesdb/images/frame_bvqqsjysgzd13uct.jpg,Engagement
363,framesdb/images/frame_bvqqsjysgzd13uct.jpg,Engagement
364,framesdb/images/frame_bvqqsjysgzd13uct.jpg,"Anticipation,Engagement,Happiness"
365,framesdb/images/frame_d895n51heeh53drw.jpg,"Confidence,Disconnection"
366,mscoco/images/COCO_train2014_000000351451.jpg,Excitement
367,framesdb/images/frame_bmythpubuiadj9px.jpg,Engagement
368,framesdb/images/frame_etqwag7wo6zkp2by.jpg,Engagement
370,framesdb/images/frame_jhxqevpgrem3bzln.jpg,"Anticipation,Excitement,Happiness"
371,framesdb/images/frame_3f7pzoh3z2xe1nfv.jpg,"Engagement,Pleasure"
372,emodb_small/images/dnz8r16rduh2vxoigq.jpg,"Fear,Pain,Sensitivity,Suffering"
374,ade20k/images/sun_avvemgvxatrpclie.jpg,Disconnection
375,ade20k/images/sun_avvemgvxatrpclie.jpg,"Disconnection,Doubt/Confusion"
376,framesdb/images/frame_19ghpgx40u3pezx0.jpg,Confidence
377,framesdb/images/frame_jf48ilsdtxtek8lu.jpg,Engagement
378,framesdb/images/frame_6x59xgz43xvzz1kh.jpg,"Peace,Pleasure"
379,framesdb/images/frame_9q90mzvc7x4cdyr3.jpg,"Confidence,Engagement,Esteem,Happiness"
380,ade20k/images/sun_aceocnkokyefmewi.jpg,"Anticipation,Engagement,Excitement,Surprise"
381,framesdb/images/frame_7l9pqmidqpnit78y.jpg,"Engagement,Peace"
382,emodb_small/images/4dvzh6e97rzw27kig1.jpg,"Confidence,Engagement,Esteem,Happiness"
383,emodb_small/images/fa5r3o08nkixvkvo74.jpg,"Anger,Annoyance,Disquietment,Fear"
384,ade20k/images/sun_baoplqapkfcogulx.jpg,"Anticipation,Engagement,Excitement"
385,framesdb/images/frame_6jfg5mb0ikccsz55.jpg,Confidence
387,mscoco/images/COCO_train2014_000000379294.jpg,Sensitivity
388,framesdb/images/frame_gibub00f5gqguu5c.jpg,"Happiness,Peace"
389,framesdb/images/frame_gibub00f5gqguu5c.jpg,Engagement
390,framesdb/images/frame_6fdrr65sbgvhbs0o.jpg,Disconnection
391,emodb_small/images/he3gfq8i7gxouwd8xf.jpg,"Doubt/Confusion,Excitement"
393,mscoco/images/COCO_val2014_000000552945.jpg,"Anticipation,Confidence,Engagement,Esteem,Excitement"
394,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,"Anticipation,Doubt/Confusion,Happiness"
395,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,"Anticipation,Esteem,Happiness"
396,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,"Anticipation,Doubt/Confusion,Engagement"
399,framesdb/images/frame_f5wr2hrewylxss6s.jpg,"Confidence,Excitement,Happiness"
400,framesdb/images/frame_f5wr2hrewylxss6s.jpg,Engagement
402,mscoco/images/COCO_val2014_000000043670.jpg,"Anticipation,Engagement"
403,framesdb/images/frame_14y65pick2vim1t9.jpg,"Confidence,Excitement,Happiness,Pleasure"
