,name,category
80,framesdb/images/frame_0v2clxpnah9oj514.jpg,Neutral
81,framesdb/images/frame_1cnsgmoppetoruv9.jpg,Happy
82,framesdb/images/frame_1cnsgmoppetoruv9.jpg,Neutral
83,framesdb/images/frame_1cnsgmoppetoruv9.jpg,Happy
84,framesdb/images/frame_1cnsgmoppetoruv9.jpg,Neutral
85,framesdb/images/frame_hqxrmmcc6c2zqzr4.jpg,Happy
86,framesdb/images/frame_ek3zcwpt9ed6j6gm.jpg,Happy
87,framesdb/images/frame_ek3zcwpt9ed6j6gm.jpg,Neutral
88,framesdb/images/frame_4b7yta6mg9sm2x6n.jpg,Happy
89,framesdb/images/frame_4b7yta6mg9sm2x6n.jpg,Surprise
90,framesdb/images/frame_fvot32utqi78m926.jpg,Disgust
91,mscoco/images/COCO_train2014_000000256276.jpg,Neutral
92,mscoco/images/COCO_train2014_000000256276.jpg,Happy
93,framesdb/images/frame_6npxf90s9ozbfo99.jpg,Disgust
94,framesdb/images/frame_gfeivpuiazkxf29e.jpg,Surprise
95,framesdb/images/frame_jbtqq5ahai9ylby3.jpg,Angry
96,framesdb/images/frame_jbtqq5ahai9ylby3.jpg,Happy
97,mscoco/images/COCO_train2014_000000199865.jpg,Neutral
98,framesdb/images/frame_2m658fp3xgkeqkug.jpg,Happy
99,mscoco/images/COCO_train2014_000000441828.jpg,Happy
100,emodb_small/images/03tzxn73art6yidfhe.jpg,Surprise
101,ade20k/images/sun_ajjqvlkgojhqxjal.jpg,Neutral
102,mscoco/images/COCO_train2014_000000367519.jpg,Happy
103,framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Neutral
104,framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Happy
105,framesdb/images/frame_c9ctv7ctm2dnic4v.jpg,Neutral
106,framesdb/images/frame_k43u0wqy98p0ihaw.jpg,Happy
107,framesdb/images/frame_k43u0wqy98p0ihaw.jpg,Happy
108,framesdb/images/frame_8add2r7r1w3oj417.jpg,Disgust
109,emodb_small/images/9jhdi4c8zh2fruuuz8.jpg,Neutral
110,framesdb/images/frame_4pnnwfq2nvd0l7sk.jpg,Neutral
111,emodb_small/images/edknfl4d7l58nt06sm.jpg,Disgust
112,framesdb/images/frame_a7xhjxzcp8nhw69p.jpg,Neutral
113,framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Happy
114,framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Neutral
115,framesdb/images/frame_fq5auwuqb7gh7kn6.jpg,Happy
116,mscoco/images/COCO_val2014_000000468993.jpg,Disgust
117,framesdb/images/frame_3oyfqqmeecsjb728.jpg,Neutral
118,framesdb/images/frame_gko26fo2wzz06i1r.jpg,Neutral
119,framesdb/images/frame_gko26fo2wzz06i1r.jpg,Happy
120,framesdb/images/frame_gko26fo2wzz06i1r.jpg,Neutral
121,framesdb/images/frame_8z9jb1ci5zo2x7tt.jpg,Neutral
122,framesdb/images/frame_8z9jb1ci5zo2x7tt.jpg,Neutral
123,framesdb/images/frame_8z9jb1ci5zo2x7tt.jpg,Neutral
124,framesdb/images/frame_8z9jb1ci5zo2x7tt.jpg,Neutral
125,emodb_small/images/6h85d8d0rrvntefpkq.jpg,Sad
126,emodb_small/images/007eear5kx5qhbzewz.jpg,Neutral
127,emodb_small/images/007eear5kx5qhbzewz.jpg,Neutral
128,framesdb/images/frame_dmt5sh6c2mlvoqp0.jpg,Neutral
129,framesdb/images/frame_dmt5sh6c2mlvoqp0.jpg,Happy
130,framesdb/images/frame_dmt5sh6c2mlvoqp0.jpg,Happy
131,mscoco/images/COCO_train2014_000000544819.jpg,Surprise
132,mscoco/images/COCO_val2014_000000581328.jpg,Neutral
133,mscoco/images/COCO_train2014_000000466845.jpg,Neutral
134,framesdb/images/frame_isu79b1cwubdfhmg.jpg,Neutral
135,framesdb/images/frame_e2f1a6s2780ils40.jpg,Disgust
136,framesdb/images/frame_e2f1a6s2780ils40.jpg,Neutral
137,framesdb/images/frame_5mtdu6yxgkltk8nc.jpg,Neutral
138,emodb_small/images/2wd2hxmqz5sbgy2ypo.jpg,Neutral
139,emodb_small/images/2wd2hxmqz5sbgy2ypo.jpg,Happy
140,emodb_small/images/2dx6iyafrj0xqsbyxz.jpg,Happy
141,emodb_small/images/2dx6iyafrj0xqsbyxz.jpg,Happy
142,framesdb/images/frame_hgjcg5y89ooy0gul.jpg,Happy
143,framesdb/images/frame_hgjcg5y89ooy0gul.jpg,Happy
144,mscoco/images/COCO_val2014_000000212054.jpg,Neutral
145,framesdb/images/frame_hl32tqfwoavgpc0f.jpg,Surprise
146,framesdb/images/frame_aikchmxpza1lzk85.jpg,Neutral
147,framesdb/images/frame_aikchmxpza1lzk85.jpg,Neutral
148,framesdb/images/frame_i9i87bp5glxa4qgv.jpg,Happy
149,framesdb/images/frame_dfne06yl7tjnzbdt.jpg,Surprise
150,framesdb/images/frame_7diuhdr9mxx153xs.jpg,Neutral
151,framesdb/images/frame_7diuhdr9mxx153xs.jpg,Disgust
152,mscoco/images/COCO_train2014_000000106994.jpg,Happy
153,emodb_small/images/8w9mab5ujnmma506e1.jpg,Disgust
154,framesdb/images/frame_j9vbydagsea8s830.jpg,Neutral
155,framesdb/images/frame_dqx3pak8cayina6c.jpg,Neutral
156,framesdb/images/frame_dqx3pak8cayina6c.jpg,Disgust
157,emodb_small/images/85e4yd4bqerachtx4a.jpg,Fear
158,emodb_small/images/85e4yd4bqerachtx4a.jpg,Disgust
159,emodb_small/images/85e4yd4bqerachtx4a.jpg,Surprise
160,framesdb/images/frame_belw7xz1lwepxcyq.jpg,Neutral
161,framesdb/images/frame_belw7xz1lwepxcyq.jpg,Surprise
162,framesdb/images/frame_belw7xz1lwepxcyq.jpg,Neutral
163,framesdb/images/frame_hxrt3v35rhil6sx5.jpg,Disgust
164,framesdb/images/frame_agwju3cp0bxlvxbo.jpg,Neutral
165,framesdb/images/frame_agwju3cp0bxlvxbo.jpg,Happy
166,framesdb/images/frame_3y7ongmmed2hmgec.jpg,Neutral
167,framesdb/images/frame_d3mgf5t00jbvpkm3.jpg,Neutral
168,framesdb/images/frame_dro0zgb34a2kepgx.jpg,Surprise
169,framesdb/images/frame_dro0zgb34a2kepgx.jpg,Happy
170,mscoco/images/COCO_train2014_000000145462.jpg,Happy
171,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Neutral
172,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Happy
173,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Neutral
174,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Disgust
175,framesdb/images/frame_cmwvbpa676fz8xne.jpg,Neutral
176,framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happy
177,framesdb/images/frame_egot35ej6dqtyuvz.jpg,Happy
178,framesdb/images/frame_3s4re47ibjv2yfmm.jpg,Happy
179,framesdb/images/frame_973aedrh13i729ej.jpg,Fear
180,framesdb/images/frame_4tdwa014fryeivdi.jpg,Neutral
181,framesdb/images/frame_4tdwa014fryeivdi.jpg,Neutral
182,framesdb/images/frame_4tdwa014fryeivdi.jpg,Neutral
183,framesdb/images/frame_0aq5syw399y8i84x.jpg,Neutral
184,framesdb/images/frame_eqqloog40nrqm6m0.jpg,Neutral
185,framesdb/images/frame_eqqloog40nrqm6m0.jpg,Disgust
186,framesdb/images/frame_9pwj5e0e3540mhk2.jpg,Disgust
187,emodb_small/images/gfyoe3zypsw0svkvot.jpg,Angry
188,framesdb/images/frame_apuu489hshsoqtl6.jpg,Disgust
189,framesdb/images/frame_31c0xtwggyhcb6gm.jpg,Neutral
190,framesdb/images/frame_74lvswsq4ypb5np5.jpg,Neutral
191,framesdb/images/frame_74lvswsq4ypb5np5.jpg,Neutral
192,framesdb/images/frame_74lvswsq4ypb5np5.jpg,Happy
193,framesdb/images/frame_74lvswsq4ypb5np5.jpg,Neutral
194,framesdb/images/frame_5hqdsljyhnp6xwbc.jpg,Neutral
195,framesdb/images/frame_jfnoq3czeeii2exs.jpg,Neutral
196,framesdb/images/frame_1ubbcnyc274khdlu.jpg,Neutral
197,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Neutral
198,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Neutral
199,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Neutral
200,framesdb/images/frame_i1gbq80jq8yd2tjk.jpg,Happy
201,framesdb/images/frame_i257k79i9orxw84k.jpg,Sad
202,framesdb/images/frame_i257k79i9orxw84k.jpg,Fear
203,framesdb/images/frame_kuq0kdzyl2m9b7eo.jpg,Happy
204,framesdb/images/frame_d998hookcg6inu0j.jpg,Disgust
205,framesdb/images/frame_d998hookcg6inu0j.jpg,Surprise
206,framesdb/images/frame_i2z4j8ih080q3cma.jpg,Happy
207,framesdb/images/frame_k7l5mndx4o6fuoat.jpg,Happy
208,mscoco/images/COCO_train2014_000000410441.jpg,Angry
209,framesdb/images/frame_57juemniopi37pnb.jpg,Happy
210,framesdb/images/frame_57juemniopi37pnb.jpg,Neutral
211,framesdb/images/frame_57juemniopi37pnb.jpg,Neutral
212,framesdb/images/frame_57juemniopi37pnb.jpg,Neutral
213,framesdb/images/frame_c0d3mkgrwtunn5p7.jpg,Surprise
214,framesdb/images/frame_c0d3mkgrwtunn5p7.jpg,Happy
215,ade20k/images/sun_deeiqqckmjalhvyj.jpg,Neutral
216,ade20k/images/sun_deeiqqckmjalhvyj.jpg,Disgust
217,framesdb/images/frame_h43vok560prd2fs0.jpg,Neutral
218,framesdb/images/frame_h43vok560prd2fs0.jpg,Neutral
219,framesdb/images/frame_h43vok560prd2fs0.jpg,Neutral
220,framesdb/images/frame_h43vok560prd2fs0.jpg,Neutral
221,framesdb/images/frame_b4zarwebaimcsflc.jpg,Neutral
222,framesdb/images/frame_b4zarwebaimcsflc.jpg,Neutral
223,mscoco/images/COCO_val2014_000000177338.jpg,Neutral
224,mscoco/images/COCO_val2014_000000177338.jpg,Neutral
225,framesdb/images/frame_d8e8zt0xx79rhd3a.jpg,Happy
226,framesdb/images/frame_d8e8zt0xx79rhd3a.jpg,Disgust
227,framesdb/images/frame_cm2vy65qzvcv2f87.jpg,Disgust
228,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Neutral
229,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Disgust
230,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Surprise
231,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Disgust
232,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Neutral
233,framesdb/images/frame_dy0xnq4fy1sn1ra8.jpg,Disgust
234,framesdb/images/frame_0cs63q843g5bdvq5.jpg,Happy
235,framesdb/images/frame_7ed6c8al4ihr3zvr.jpg,Happy
236,framesdb/images/frame_7ed6c8al4ihr3zvr.jpg,Neutral
237,framesdb/images/frame_2irkhc9vhbtxydww.jpg,Surprise
238,framesdb/images/frame_kz4qbgr5rna0vfaf.jpg,Disgust
239,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,Neutral
240,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,Happy
241,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,Neutral
242,framesdb/images/frame_bkl5huma5k3qm9ud.jpg,Neutral
243,framesdb/images/frame_6nbgydw6c7wdnzx1.jpg,Neutral
244,framesdb/images/frame_gdirkxdgr1qxyd90.jpg,Happy
245,framesdb/images/frame_gdirkxdgr1qxyd90.jpg,Neutral
246,framesdb/images/frame_j0ra900ct1uwnju0.jpg,Happy
247,framesdb/images/frame_jjko64pib60qhjet.jpg,Sad
248,framesdb/images/frame_lanjguyxen110f2o.jpg,Happy
249,framesdb/images/frame_lanjguyxen110f2o.jpg,Happy
250,framesdb/images/frame_lanjguyxen110f2o.jpg,Happy
251,mscoco/images/COCO_train2014_000000444171.jpg,Neutral
252,mscoco/images/COCO_train2014_000000444171.jpg,Neutral
253,emodb_small/images/3ehhn46l9yimyuaed8.jpg,Happy
254,emodb_small/images/3ehhn46l9yimyuaed8.jpg,Happy
255,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Neutral
256,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Happy
257,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Happy
258,framesdb/images/frame_iki3j35k80cw0t6v.jpg,Surprise
259,framesdb/images/frame_buzpuitr3r0g31br.jpg,Happy
260,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,Neutral
261,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,Happy
262,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,Disgust
263,framesdb/images/frame_7s5y7yti09w5wwo4.jpg,Neutral
264,mscoco/images/COCO_train2014_000000381116.jpg,Surprise
265,framesdb/images/frame_7uf2x5e0uo6d726u.jpg,Neutral
266,framesdb/images/frame_lhzdwlyma0yks6ny.jpg,Disgust
267,mscoco/images/COCO_train2014_000000447082.jpg,Neutral
268,emodb_small/images/52gh9b4qzpgl8clrxy.jpg,Happy
269,framesdb/images/frame_lp132835mgzi6g32.jpg,Surprise
270,framesdb/images/frame_5jjv1ociqnfwplzr.jpg,Neutral
271,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Neutral
272,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Happy
273,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Disgust
274,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Neutral
275,framesdb/images/frame_5trqiebh1s6h9lg6.jpg,Disgust
276,ade20k/images/labelme_ihpgihxxnmwqdcd.jpg,Surprise
277,ade20k/images/sun_aoumcxqghppwjchf.jpg,Neutral
278,framesdb/images/frame_5zvm7jv460br8d5g.jpg,Neutral
279,framesdb/images/frame_5zvm7jv460br8d5g.jpg,Disgust
280,framesdb/images/frame_5zvm7jv460br8d5g.jpg,Angry
281,emodb_small/images/280dp8lwiegcqa2q1z.jpg,Happy
282,emodb_small/images/280dp8lwiegcqa2q1z.jpg,Happy
283,emodb_small/images/4pkh06u2qu1azmrvsi.jpg,Surprise
284,framesdb/images/frame_5gvj5ho3n2da3rgl.jpg,Disgust
285,framesdb/images/frame_f7ug2vo8642m68mc.jpg,Neutral
286,framesdb/images/frame_c7rgu8lcfcbwcbcd.jpg,Surprise
287,framesdb/images/frame_c7rgu8lcfcbwcbcd.jpg,Surprise
288,framesdb/images/frame_c7rgu8lcfcbwcbcd.jpg,Neutral
289,framesdb/images/frame_la2fvhvjg7p3dlzd.jpg,Neutral
290,emodb_small/images/8np055tw5fr7i1ycxl.jpg,Fear
291,emodb_small/images/hh0dlplyw068ttct7q.jpg,Disgust
292,emodb_small/images/hh0dlplyw068ttct7q.jpg,Fear
293,emodb_small/images/hh0dlplyw068ttct7q.jpg,Fear
294,framesdb/images/frame_78cvnjrqof09ixds.jpg,Disgust
295,framesdb/images/frame_9i3etcf4ntg4l92r.jpg,Neutral
296,framesdb/images/frame_9i3etcf4ntg4l92r.jpg,Neutral
297,framesdb/images/frame_9i3etcf4ntg4l92r.jpg,Neutral
298,framesdb/images/frame_3rckpa29ai79euvo.jpg,Neutral
299,framesdb/images/frame_3rckpa29ai79euvo.jpg,Neutral
300,framesdb/images/frame_3cwdjsoxuemud18f.jpg,Neutral
301,framesdb/images/frame_3cwdjsoxuemud18f.jpg,Neutral
302,framesdb/images/frame_3cwdjsoxuemud18f.jpg,Neutral
303,emodb_small/images/9dt7bjle4wbamfcdht.jpg,Sad
304,framesdb/images/frame_9k6z6dvb9jmczjs0.jpg,Neutral
305,framesdb/images/frame_9k6z6dvb9jmczjs0.jpg,Happy
306,framesdb/images/frame_9k6z6dvb9jmczjs0.jpg,Neutral
307,framesdb/images/frame_asv7f1q2jcb1o1er.jpg,Happy
308,framesdb/images/frame_41hb2r0ulxhccfcy.jpg,Neutral
309,mscoco/images/COCO_val2014_000000155007.jpg,Surprise
310,framesdb/images/frame_lq3hfm2m8jpbx57h.jpg,Neutral
311,framesdb/images/frame_lq3hfm2m8jpbx57h.jpg,Neutral
312,mscoco/images/COCO_train2014_000000371965.jpg,Neutral
313,mscoco/images/COCO_train2014_000000371965.jpg,Happy
314,framesdb/images/frame_l3fdvv8w467e6m3z.jpg,Disgust
315,framesdb/images/frame_9931k2p1ko1u30qy.jpg,Disgust
316,framesdb/images/frame_ln54q5tur4s42ez9.jpg,Neutral
317,framesdb/images/frame_fhhuvfaehd31hb3c.jpg,Neutral
318,framesdb/images/frame_fhhuvfaehd31hb3c.jpg,Neutral
319,framesdb/images/frame_evmf9w81a6mz4yf5.jpg,Neutral
320,framesdb/images/frame_evmf9w81a6mz4yf5.jpg,Neutral
321,framesdb/images/frame_evmf9w81a6mz4yf5.jpg,Neutral
322,mscoco/images/COCO_train2014_000000351726.jpg,Surprise
323,mscoco/images/COCO_train2014_000000351726.jpg,Surprise
324,framesdb/images/frame_kf2m3oiw6e5qxr18.jpg,Surprise
325,framesdb/images/frame_5y5nxnmlindz6tre.jpg,Fear
326,emodb_small/images/c3ezirejabm4sgyzix.jpg,Disgust
327,mscoco/images/COCO_train2014_000000115917.jpg,Neutral
328,framesdb/images/frame_3xw8740px7b49km0.jpg,Neutral
329,framesdb/images/frame_3xw8740px7b49km0.jpg,Happy
330,framesdb/images/frame_3xw8740px7b49km0.jpg,Happy
331,framesdb/images/frame_3xw8740px7b49km0.jpg,Happy
332,framesdb/images/frame_3xw8740px7b49km0.jpg,Neutral
333,framesdb/images/frame_746ku2c3z5y835ti.jpg,Happy
334,framesdb/images/frame_746ku2c3z5y835ti.jpg,Neutral
335,framesdb/images/frame_746ku2c3z5y835ti.jpg,Disgust
336,emodb_small/images/ahn1gc4jxzwx0a6s13.jpg,Surprise
337,emodb_small/images/ahn1gc4jxzwx0a6s13.jpg,Fear
338,emodb_small/images/ahn1gc4jxzwx0a6s13.jpg,Disgust
339,emodb_small/images/6tga87qltzwt84j6jq.jpg,Neutral
340,mscoco/images/COCO_train2014_000000572401.jpg,Neutral
341,framesdb/images/frame_77qu28arixwblan1.jpg,Disgust
342,framesdb/images/frame_77qu28arixwblan1.jpg,Neutral
343,emodb_small/images/68ywy6tv3qzjmyl3ip.jpg,Fear
344,emodb_small/images/2fahoe54zb00wjdivy.jpg,Neutral
345,emodb_small/images/2fahoe54zb00wjdivy.jpg,Happy
346,emodb_small/images/awm6wf1u8hehkvpl9r.jpg,Fear
347,framesdb/images/frame_awizvkdhicshqzsi.jpg,Happy
348,framesdb/images/frame_awizvkdhicshqzsi.jpg,Happy
349,mscoco/images/COCO_train2014_000000312346.jpg,Happy
350,mscoco/images/COCO_train2014_000000312346.jpg,Happy
351,framesdb/images/frame_c0y7h2jlacet6hs0.jpg,Surprise
352,framesdb/images/frame_jes2dt5sjbni7hrm.jpg,Neutral
353,framesdb/images/frame_74lkcx21hyahy01y.jpg,Angry
354,framesdb/images/frame_74lkcx21hyahy01y.jpg,Disgust
355,emodb_small/images/0jwnk2qsc56mxys2ic.jpg,Happy
356,emodb_small/images/0jwnk2qsc56mxys2ic.jpg,Neutral
357,emodb_small/images/23up92uk94jfk3uldb.jpg,Neutral
358,ade20k/images/sun_bhkihvrcphyhktlq.jpg,Happy
359,mscoco/images/COCO_train2014_000000571653.jpg,Neutral
360,framesdb/images/frame_c5x78o7xpd1inrdh.jpg,Neutral
361,emodb_small/images/4xmnrhc7pxoxbv1rjw.jpg,Happy
362,framesdb/images/frame_bvqqsjysgzd13uct.jpg,Neutral
363,framesdb/images/frame_bvqqsjysgzd13uct.jpg,Neutral
364,framesdb/images/frame_bvqqsjysgzd13uct.jpg,Surprise
365,framesdb/images/frame_d895n51heeh53drw.jpg,Disgust
366,mscoco/images/COCO_train2014_000000351451.jpg,Happy
367,framesdb/images/frame_bmythpubuiadj9px.jpg,Neutral
368,framesdb/images/frame_etqwag7wo6zkp2by.jpg,Neutral
369,framesdb/images/frame_etqwag7wo6zkp2by.jpg,Neutral
370,framesdb/images/frame_jhxqevpgrem3bzln.jpg,Happy
371,framesdb/images/frame_3f7pzoh3z2xe1nfv.jpg,Neutral
372,emodb_small/images/dnz8r16rduh2vxoigq.jpg,Sad
373,emodb_small/images/dnz8r16rduh2vxoigq.jpg,Sad
374,ade20k/images/sun_avvemgvxatrpclie.jpg,Disgust
375,ade20k/images/sun_avvemgvxatrpclie.jpg,Fear
376,framesdb/images/frame_19ghpgx40u3pezx0.jpg,Happy
377,framesdb/images/frame_jf48ilsdtxtek8lu.jpg,Neutral
378,framesdb/images/frame_6x59xgz43xvzz1kh.jpg,Happy
379,framesdb/images/frame_9q90mzvc7x4cdyr3.jpg,Happy
380,ade20k/images/sun_aceocnkokyefmewi.jpg,Happy
381,framesdb/images/frame_7l9pqmidqpnit78y.jpg,Neutral
382,emodb_small/images/4dvzh6e97rzw27kig1.jpg,Neutral
383,emodb_small/images/fa5r3o08nkixvkvo74.jpg,Fear
384,ade20k/images/sun_baoplqapkfcogulx.jpg,Happy
385,framesdb/images/frame_6jfg5mb0ikccsz55.jpg,Happy
386,emodb_small/images/6vd6w47myjp3fuod1j.jpg,Disgust
387,mscoco/images/COCO_train2014_000000379294.jpg,Neutral
388,framesdb/images/frame_gibub00f5gqguu5c.jpg,Happy
389,framesdb/images/frame_gibub00f5gqguu5c.jpg,Neutral
390,framesdb/images/frame_6fdrr65sbgvhbs0o.jpg,Disgust
391,emodb_small/images/he3gfq8i7gxouwd8xf.jpg,Fear
392,framesdb/images/frame_h9wzvgb92odf9s7w.jpg,Neutral
393,mscoco/images/COCO_val2014_000000552945.jpg,Neutral
394,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,Surprise
395,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,Surprise
396,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,Fear
397,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,Surprise
398,framesdb/images/frame_5xbpuurgr32c2i0m.jpg,Neutral
399,framesdb/images/frame_f5wr2hrewylxss6s.jpg,Happy
400,framesdb/images/frame_f5wr2hrewylxss6s.jpg,Neutral
401,mscoco/images/COCO_val2014_000000043670.jpg,Neutral
402,mscoco/images/COCO_val2014_000000043670.jpg,Surprise
403,framesdb/images/frame_14y65pick2vim1t9.jpg,Happy
